OPER_DATE;CREDIT_ACCOUNT_RK;DEBET_ACCOUNT_RK;CREDIT_AMOUNT;DEBET_AMOUNT
15-01-2018;13630;1648686;17358.92;57203.38
15-01-2018;13630;37051;49455.31;77715.19
15-01-2018;17436;331483502;62983.58;45685.34
15-01-2018;13630;409685020;26384.64;78507.72
15-01-2018;13630;37051;18719.78;86356.59
15-01-2018;17436;13630;82839.7;51207.78
15-01-2018;13630;311161686;63328.3;55216.02
15-01-2018;13630;47376448;95892.51;26616.6
15-01-2018;13630;409685020;42866.14;62033.82
15-01-2018;13630;6093814;78839.03;55483.58
15-01-2018;13630;311159924;57957.58;70739.03
15-01-2018;13630;528787381;86187.96;60728.92
15-01-2018;56751763;409684474;41516.91;10408.61
15-01-2018;13630;2031359;69705.79;4924.75
15-01-2018;13630;37051;67008.24;69994.62
15-01-2018;13630;37051;95716.62;31847.01
15-01-2018;13630;92629528;68536.47;1224.32
15-01-2018;17436;331483502;80884.89;51712.83
15-01-2018;13630;1648686;13893.81;98429.93
15-01-2018;13630;6077138;52994.65;11150.77
15-01-2018;13630;1648686;25287.72;69156.11
15-01-2018;13630;92629528;40470.94;79265.5
15-01-2018;13630;6093814;37630.46;32641.14
15-01-2018;13630;37051;77137.00;70943.86
15-01-2018;13630;1648686;74117.88;96549.3
15-01-2018;13630;2682057;30782.64;67643.23
15-01-2018;13630;409685020;92710.09;73375.28
15-01-2018;13630;48182547;33114.79;58875.82
15-01-2018;13630;6093814;67611.99;19161.1
15-01-2018;13630;37051;82639.94;29991.82
15-01-2018;13630;199140845;15679.96;22101.25
15-01-2018;17436;13630;10354.73;87256.25
15-01-2018;13630;17436;87580.91;63724.59
15-01-2018;17436;13630;2920.62;77222.11
15-01-2018;17436;14507;53645.95;48887.16
15-01-2018;13630;37051;37767.36;68153.86
15-01-2018;13630;47376448;31189.94;19309.98
15-01-2018;13630;14507;34749.08;95588.03
15-01-2018;13630;37051;3380.17;63324.96
15-01-2018;13630;37051;31672.78;15634.79
15-01-2018;13630;6077138;6957.91;488.43
15-01-2018;13630;311159924;72567.98;59718.33
15-01-2018;13630;8736635;43369.9;28831.4
15-01-2018;13630;92629528;90722.83;36148.46
15-01-2018;13630;409685020;20385.42;63524.84
15-01-2018;13630;37051;81704.66;29573.78
15-01-2018;13630;529875541;20531.18;63349.38
15-01-2018;13630;6077138;98407.01;12868.63
15-01-2018;13630;37051;32880.7;43391.56
15-01-2018;13630;199140845;56487.62;91276.41
15-01-2018;13630;311161686;81528.31;14904.36
15-01-2018;13630;17627064;39097.73;5307.82
15-01-2018;13630;37051;15859.27;65531.72
15-01-2018;13630;311159924;63231.26;96090.26
15-01-2018;13630;311161686;36700.24;64787.57
15-01-2018;13630;37051;74510.61;74569.9
15-01-2018;13630;1648686;19649.53;55207.92
15-01-2018;17436;13630;89710.15;59049.86
15-01-2018;13630;6077138;50932.66;1077.56
15-01-2018;13630;37051;23404.71;7966.33
15-01-2018;13630;311160366;27249.43;84625.27
15-01-2018;13630;14548;6795.89;74177.13
15-01-2018;13630;37051;12236.54;36174.37
15-01-2018;13630;37051;81022.5;64070.64
15-01-2018;13630;37051;62701.54;91236.7
15-01-2018;13630;6077138;86864.44;84908.48
15-01-2018;13630;311159924;78229.32;70770.51
15-01-2018;13630;37051;20942.61;22817.18
15-01-2018;14138;393059429;66020.15;35799.24
15-01-2018;13630;37051;55808.59;80070.14
15-01-2018;13630;1648686;93618.97;65233.44
15-01-2018;17436;13630;10718.36;40034.95
15-01-2018;13630;1648686;18732.76;71414.81
15-01-2018;13630;6876829;88623.64;71463.84
15-01-2018;13630;75049201;64426.94;21811.72
15-01-2018;13630;529829402;20834.97;60130.13
15-01-2018;13630;75049201;28016.83;63283.51
15-01-2018;13630;311161686;65453.54;93764.85
15-01-2018;13630;8736635;51078.73;20120.23
15-01-2018;13630;311160366;69378.46;78560.81
15-01-2018;13630;10006159;56768.42;50095.7
15-01-2018;13630;92629528;80998.73;14929.55
15-01-2018;13630;311161686;35558.08;95453.22
15-01-2018;13630;37051;97387.08;85669.68
15-01-2018;13630;17627064;91007.16;45518.74
15-01-2018;13630;409685020;39120.00;44551.63
15-01-2018;13630;409685020;66310.99;34123.07
15-01-2018;13630;409685020;48001.29;45982.19
15-01-2018;13630;311160366;56040.08;95419.54
15-01-2018;13630;311160366;45640.97;76663.48
15-01-2018;13630;8736635;57986.09;1857.47
15-01-2018;13630;311161686;24200.77;90718.37
15-01-2018;13630;37051;54520.21;52317.98
15-01-2018;13630;311161686;78673.32;29308.05
15-01-2018;13630;311159924;90890.74;90321.07
15-01-2018;13630;37051;1377.99;22788.57
15-01-2018;13630;37051;85894.94;36807.32
15-01-2018;13630;409685020;94999.69;29177.05
15-01-2018;13630;37051;60686.65;8105.44
15-01-2018;13630;37051;25704.64;9739.93
15-01-2018;13630;1648686;16933.55;27743.64
15-01-2018;13630;1761691;16015.47;30737.93
15-01-2018;13630;17627064;55934.79;68836.25
15-01-2018;14138;311161235;6112.32;84056.92
15-01-2018;13630;311161686;58703.05;11094.51
15-01-2018;13630;17627064;70428.33;9064.83
15-01-2018;13630;409685020;21977.69;93579.24
15-01-2018;13630;92629528;69279.18;11288.63
15-01-2018;13630;311161686;2413.68;59672.06
15-01-2018;13630;1648686;44237.6;26448.81
15-01-2018;13630;311161686;85774.29;98765.06
15-01-2018;17436;13630;8458.26;76902.11
15-01-2018;13630;311161686;82326.07;34119.69
15-01-2018;13630;311159924;73728.68;26997.65
15-01-2018;13630;37051;42228.5;73705.92
15-01-2018;13630;1648686;55722.12;72973.64
15-01-2018;13630;8736635;23163.18;61656.44
15-01-2018;13630;311161686;7401.41;13920.88
15-01-2018;17436;331483502;70693.72;30313.1
15-01-2018;13630;311161686;74775.29;13223.25
15-01-2018;17436;13630;63412.5;49101.65
15-01-2018;13630;1648686;38372.87;12868.43
15-01-2018;13630;409685020;83900.31;70657.17
15-01-2018;14138;393059429;34077.2;88308.63
15-01-2018;13630;1648686;96479.38;39237.3
15-01-2018;13630;311161686;55625.86;46460.94
15-01-2018;13630;311160366;6870.5;34162.89
15-01-2018;17436;331483502;86642.03;99259.62
15-01-2018;13630;92629528;61863.34;89744.15
15-01-2018;13630;1761691;57735.58;98163.29
15-01-2018;13630;311161686;42542.18;61834.44
15-01-2018;13630;6093814;57030.56;81866.23
15-01-2018;13630;311159924;72750.96;77829.74
15-01-2018;13630;8736635;22985.71;92671.41
15-01-2018;13630;10006159;23892.33;44054.47
15-01-2018;13630;37051;24511.88;65826.18
15-01-2018;13630;92629528;8773.71;82610.48
15-01-2018;13630;26899;39317.25;69674.6
15-01-2018;13630;37051;69422.23;42535.45
15-01-2018;13630;8736635;65210.74;78805.45
15-01-2018;13630;6077138;73356.99;29354.54
15-01-2018;13630;37051;73458.59;49099.00
15-01-2018;13630;311159924;7868.82;42364.15
15-01-2018;13630;409685020;72233.26;85026.52
15-01-2018;13630;37051;51400.59;65136.99
15-01-2018;13630;311160366;12084.17;13235.89
15-01-2018;13630;1648686;92147.53;31805.85
15-01-2018;13630;37051;95089.48;36163.46
15-01-2018;13630;6077138;26931.39;61358.58
15-01-2018;13630;2639288;5539.85;7792.64
15-01-2018;13632;409684862;14711.64;58589.08
15-01-2018;13632;14138;54134.81;5253.09
15-01-2018;13630;8736635;21847.77;94943.11
15-01-2018;13630;37051;16135.54;76292.72
15-01-2018;13630;311159924;76698.35;51852.77
15-01-2018;13630;311159924;78065.07;35220.33
15-01-2018;13630;37051;19098.68;31194.17
15-01-2018;13630;37051;47262.29;50410.99
15-01-2018;13630;311161686;4198.59;29263.82
15-01-2018;13630;37051;66892.75;24151.55
15-01-2018;13630;311159924;42966.73;35069.88
15-01-2018;13630;47376448;5907.31;16039.87
15-01-2018;13630;409685020;75860.32;19601.36
15-01-2018;13630;311159924;1989.64;35705.1
15-01-2018;13630;37051;43969.06;44857.09
15-01-2018;13630;37051;77467.24;84133.86
15-01-2018;13630;37051;1124.53;19345.54
15-01-2018;13630;199140845;84058.54;95204.77
15-01-2018;17436;13630;24297.64;89594.13
15-01-2018;13630;37051;25391.73;84567.16
15-01-2018;13630;37051;94216.92;50298.33
15-01-2018;13630;409685020;20246.85;70499.28
15-01-2018;13630;92629528;96331.16;59346.47
15-01-2018;13630;6077138;63646.89;96346.12
15-01-2018;13630;6093814;61069.67;61982.22
15-01-2018;13630;37051;60315.01;69898.12
15-01-2018;13630;2031359;96428.46;11447.15
15-01-2018;13630;409685020;23832.51;90571.96
15-01-2018;13630;3243676;78190.43;56124.44
15-01-2018;13630;311161686;40958.19;65816.84
15-01-2018;13907;259925678;39800.2;93602.78
15-01-2018;13630;2031359;60426.59;77822.88
15-01-2018;13630;14507;71198.31;62123.6
15-01-2018;13630;1648686;30425.1;43396.33
15-01-2018;13630;1648686;20788.3;72654.02
15-01-2018;34157174;393807899;34978.16;98415.51
15-01-2018;13630;311159924;79562.14;87139.6
15-01-2018;13630;1648686;94650.83;39297.89
15-01-2018;13630;37051;94416.35;69554.2
15-01-2018;13632;259925678;12385.99;36929.99
15-01-2018;13630;409685020;81583.58;62304.64
15-01-2018;17437;13630;5603.22;40397.52
15-01-2018;13630;311161686;56304.24;1299.75
15-01-2018;13630;1648686;74705.82;79314.96
15-01-2018;13630;6077138;75469.99;25016.72
15-01-2018;17436;331483502;61021.6;64097.84
15-01-2018;13630;1648686;83196.91;85818.32
15-01-2018;13630;17436;62390.04;65415.23
15-01-2018;13630;1648686;12421.93;50671.94
15-01-2018;13630;2682057;13895.6;17119.46
15-01-2018;13630;311159924;32000.49;98625.05
15-01-2018;13630;311159924;94761.63;40631.81
15-01-2018;13630;1648686;49121.82;54965.83
15-01-2018;13630;37051;9196.01;90844.81
15-01-2018;13630;37051;81001.35;36218.49
15-01-2018;13630;311159924;27501.95;59774.02
15-01-2018;13630;92629528;18429.09;46561.41
15-01-2018;13630;409685020;6214.36;96104.44
15-01-2018;13630;37051;94902.52;35132.41
15-01-2018;13630;1648686;57137.84;46668.3
15-01-2018;13630;259925570;87140.33;91446.7
15-01-2018;34157174;393807899;7494.17;3985.21
15-01-2018;13630;311159924;58472.34;97368.2
15-01-2018;13630;37051;63830.74;91984.07
15-01-2018;13630;8736635;37811.54;8546.43
15-01-2018;13630;17436;56417.35;26416.84
15-01-2018;13630;1648686;68179.24;7147.61
15-01-2018;13630;409685020;77561.8;30705.4
15-01-2018;13630;199140845;17270.48;14799.23
15-01-2018;13630;1648686;31242.34;37305.59
15-01-2018;13630;311161686;37518.24;2207.77
15-01-2018;13630;311159924;39088.98;93899.07
15-01-2018;13630;1648686;71578.13;67235.96
15-01-2018;13630;17627064;60202.29;78099.43
15-01-2018;13630;37051;20950.73;19527.89
15-01-2018;34156872;393059429;12083.53;99562.26
15-01-2018;13630;92629528;42118.64;21389.77
15-01-2018;13630;1999399;21104.67;90472.82
15-01-2018;13630;409685020;95993.25;58592.36
15-01-2018;13630;311159924;32615.88;86933.36
15-01-2018;13630;311161686;63512.26;65613.36
15-01-2018;13630;17436;17261.65;49180.59
15-01-2018;13630;37051;43366.11;5063.75
15-01-2018;13630;1648686;90479.42;35699.56
15-01-2018;13630;6093814;61360.63;37456.7
15-01-2018;13630;37051;33410.04;32420.76
15-01-2018;13630;409685020;37340.18;96226.82
15-01-2018;13630;37051;40567.37;58718.46
15-01-2018;13630;311161686;58682.66;67696.45
15-01-2018;13630;37051;82084.64;79423.06
15-01-2018;13630;37051;16896.09;75914.27
15-01-2018;13630;409685020;91546.33;79930.18
15-01-2018;13630;409685020;29936.2;77522.03
15-01-2018;13630;37051;16889.66;64172.49
15-01-2018;13630;6093814;65739.98;10177.68
15-01-2018;13630;6077138;17638.76;80782.74
15-01-2018;13630;37051;80412.59;48503.98
15-01-2018;13630;37051;86486.18;80884.35
15-01-2018;13630;37051;7271.51;29568.4
15-01-2018;13630;37051;29598.63;32938.76
15-01-2018;13630;311159924;4692.66;93612.32
15-01-2018;13630;311161686;10520.19;58290.91
15-01-2018;13630;311161686;15754.71;52650.9
15-01-2018;13630;15698716;58280.71;801.3
15-01-2018;13630;37051;89086.23;3189.31
15-01-2018;13630;8736635;69895.89;12889.34
15-01-2018;13630;6093814;34506.63;24162.21
15-01-2018;13630;409685020;66863.54;93448.46
15-01-2018;13630;409685020;43135.39;34151.31
15-01-2018;13630;37051;13353.08;9106.08
15-01-2018;13630;37051;15241.43;8118.18
15-01-2018;13630;2031359;16482.3;41773.22
15-01-2018;13630;37051;85960.68;19896.22
15-01-2018;13630;409685020;13305.11;44611.69
15-01-2018;13630;6077138;25795.22;70166.00
15-01-2018;13630;311159924;91657.22;63375.32
15-01-2018;13630;409685020;61308.78;92604.83
15-01-2018;13630;37051;37713.97;32650.8
15-01-2018;13630;37051;28565.17;49827.04
15-01-2018;13630;8736635;80731.49;19022.43
15-01-2018;13630;37051;80711.34;86785.55
15-01-2018;13630;311161686;77061.83;246.61
15-01-2018;13630;1648686;34339.89;84502.31
15-01-2018;13630;37051;74231.21;23547.98
15-01-2018;13630;37051;82655.29;99839.26
15-01-2018;13630;409685020;89990.43;22512.94
15-01-2018;13985;13630;37686.58;46080.94
15-01-2018;13630;311161686;74711.99;90653.34
15-01-2018;13630;37051;13508.54;23825.3
15-01-2018;13630;1648686;2902.6;41549.93
15-01-2018;13630;19321767;22816.9;49937.93
15-01-2018;13630;37051;64176.62;50395.00
15-01-2018;13630;174938117;95794.14;7609.85
15-01-2018;13630;1648686;45540.14;63071.8
15-01-2018;13630;37051;73989.25;47595.03
15-01-2018;13630;311160366;12470.89;23846.73
15-01-2018;13630;311161686;20936.86;90414.91
15-01-2018;13630;247574036;9352.69;49581.31
15-01-2018;13630;25929620;92620.49;90713.51
15-01-2018;13630;6077138;65321.2;68615.98
15-01-2018;13985;13630;19735.48;3295.53
15-01-2018;13630;1648686;67124.63;63481.8
15-01-2018;13630;1648686;16246.94;66369.21
15-01-2018;13630;37051;54028.67;74817.32
15-01-2018;13630;10006159;16430.13;40616.57
15-01-2018;13630;37051;74200.74;51382.07
15-01-2018;13630;409685020;99764.97;44908.11
15-01-2018;13630;37051;69417.43;76505.48
15-01-2018;13630;311161686;94395.4;22601.97
15-01-2018;13630;37051;63318.41;8329.14
15-01-2018;17436;13630;32097.34;86702.1
15-01-2018;13630;92629528;47394.71;3592.15
15-01-2018;13630;8736635;90254.17;99343.12
15-01-2018;13630;6077138;72094.25;30307.07
15-01-2018;13630;37051;36794.44;40033.19
15-01-2018;13630;199140845;59269.32;33244.03
15-01-2018;13630;8736635;27120.83;70027.23
15-01-2018;13630;409685020;5031.74;39063.84
15-01-2018;13630;311161686;16307.14;18205.29
15-01-2018;13630;409685020;25212.32;12224.27
15-01-2018;13630;37051;48226.42;19740.88
15-01-2018;13630;6077138;14453.88;73754.22
15-01-2018;17436;13630;92503.14;81888.32
15-01-2018;14138;311160719;352.2;15332.26
15-01-2018;13630;409685020;13016.87;72671.11
15-01-2018;13630;1648686;57910.45;24717.82
15-01-2018;13630;409685020;77415.61;12715.91
15-01-2018;13630;247574036;72208.12;9989.66
15-01-2018;13630;6876829;2638.65;39218.89
15-01-2018;13630;409685020;93788.87;53041.38
15-01-2018;17437;13630;6402.39;13297.99
15-01-2018;17437;529855264;8061.35;43550.96
15-01-2018;13630;37051;10643.8;79232.47
15-01-2018;13630;6077138;90445.92;16072.11
15-01-2018;13630;37051;63113.4;94629.75
15-01-2018;13630;37051;88729.74;42621.82
15-01-2018;13630;10006159;42342.85;77772.29
15-01-2018;13630;37051;82083.36;24600.47
15-01-2018;13630;311159924;68590.42;47746.91
15-01-2018;13630;311159924;18924.4;3271.05
15-01-2018;17437;13630;72014.22;30004.7
15-01-2018;13630;37051;55024.89;14210.05
15-01-2018;13630;47376448;52749.1;31477.44
15-01-2018;13630;311161686;43233.68;29759.48
15-01-2018;13630;311159924;9246.12;98820.6
15-01-2018;13630;311159924;92105.23;22709.53
15-01-2018;13630;1761691;31503.28;33273.67
15-01-2018;13630;311161686;55775.23;58870.22
15-01-2018;13632;409684862;98973.35;4899.8
15-01-2018;13630;3243676;89826.33;55616.54
15-01-2018;13630;311159924;76518.07;89081.95
15-01-2018;13630;409685020;57954.08;55359.72
15-01-2018;13630;37051;50443.4;39993.81
15-01-2018;13630;37051;49318.3;46006.03
15-01-2018;13630;37051;60462.82;91132.53
15-01-2018;13630;311160366;13260.7;74652.87
15-01-2018;13630;37051;69223.59;48813.75
15-01-2018;13630;92629528;67251.43;59151.49
15-01-2018;13630;1648686;44775.43;51295.03
15-01-2018;13630;37051;73310.44;19889.92
15-01-2018;13630;37051;78053.08;82551.15
15-01-2018;13630;19321767;38781.65;94616.68
15-01-2018;13630;37051;27903.42;44504.97
15-01-2018;13630;37051;1492.04;41316.2
15-01-2018;13630;1648686;82672.09;71909.69
15-01-2018;13630;75049201;80217.01;45108.5
15-01-2018;13630;37051;36828.86;76878.48
15-01-2018;13630;8736635;58630.77;22457.62
15-01-2018;13630;6077138;69998.51;4343.18
15-01-2018;13630;37051;60216.08;13211.91
15-01-2018;13630;37051;22609.97;56494.39
15-01-2018;13630;37051;4412.36;78469.72
15-01-2018;13630;37051;47634.36;59356.66
15-01-2018;13630;17627064;81861.03;76278.71
15-01-2018;17436;13630;84568.7;29085.67
15-01-2018;13630;37051;78760.14;77026.43
15-01-2018;13630;37051;87450.94;28607.98
15-01-2018;13630;37051;50233.21;4421.49
15-01-2018;13630;37051;33586.92;59446.12
15-01-2018;13630;17627064;96675.92;33115.49
15-01-2018;13630;409685020;11903.5;29535.31
15-01-2018;13630;1648686;91114.52;97291.67
15-01-2018;13630;37051;68011.01;71891.47
15-01-2018;13630;37051;97110.49;39222.1
15-01-2018;13985;13630;53156.94;27467.51
15-01-2018;13630;37051;72363.41;67385.4
15-01-2018;13630;34157174;7789.42;77722.8
15-01-2018;13630;1648686;98359.64;25687.43
15-01-2018;13630;199140845;41907.81;20642.67
15-01-2018;13630;311159924;70895.38;12472.11
15-01-2018;13630;1648686;73590.65;80252.18
15-01-2018;13630;409685020;18342.62;70123.03
15-01-2018;13630;37051;517.67;30450.22
15-01-2018;30277;13630;49529.99;70415.78
15-01-2018;17436;13630;36324.6;55306.69
15-01-2018;13630;37051;55573.11;81902.01
15-01-2018;13630;311159924;33878.49;51330.6
15-01-2018;13630;58758237;10503.59;90620.98
15-01-2018;13630;528787381;28385.86;1522.85
15-01-2018;13630;529843918;17691.82;791.3
15-01-2018;13630;47376448;86824.17;54224.43
15-01-2018;13630;37051;43664.11;92358.11
15-01-2018;13630;37051;6808.47;77119.78
15-01-2018;13630;311159924;2713.86;29358.75
15-01-2018;13630;409685020;49250.66;21128.6
15-01-2018;13630;37051;16893.61;7177.57
15-01-2018;13630;1648686;39698.3;15018.54
15-01-2018;13630;6077138;3238.52;12421.17
15-01-2018;13630;1648686;59985.53;40644.51
15-01-2018;13630;37051;67707.45;4335.61
15-01-2018;13630;529829789;27198.16;52683.6
15-01-2018;13630;37051;21124.11;87035.43
15-01-2018;13630;1648686;78798.11;82866.99
15-01-2018;13630;2031359;58006.38;36175.27
15-01-2018;17436;13630;79245.65;16051.46
15-01-2018;13630;1648686;26478.73;28731.98
15-01-2018;13630;1648686;74867.11;14559.49
15-01-2018;13632;409684862;4830.22;80399.12
15-01-2018;13630;37051;57371.97;21056.48
15-01-2018;13630;75049201;99481.79;49768.33
15-01-2018;13630;37051;51578.82;66423.59
15-01-2018;13630;37051;77593.34;76022.9
15-01-2018;13630;311159924;70325.23;58811.63
15-01-2018;13630;37051;94323.17;93864.02
15-01-2018;13630;92629528;91975.11;78211.04
15-01-2018;13630;15035;94956.59;55584.01
15-01-2018;13630;37051;54206.45;38815.93
15-01-2018;30277;13630;87826.73;65622.28
15-01-2018;13630;409685020;37091.43;1670.49
15-01-2018;13630;37051;28533.38;86054.13
15-01-2018;13630;8736635;93171.24;29192.58
15-01-2018;13630;15698716;58090.74;24117.76
15-01-2018;13630;37051;35688.09;21723.83
15-01-2018;13630;6077149;87576.68;97070.27
15-01-2018;13630;19321767;36075.02;2720.31
15-01-2018;13630;1648686;62189.5;11564.35
15-01-2018;13630;37051;7068.1;45300.79
15-01-2018;13630;37051;80358.51;97523.38
15-01-2018;56751763;409684474;11495.23;15447.28
15-01-2018;13630;311159924;80899.45;70773.22
15-01-2018;13630;2682057;61078.03;52962.97
15-01-2018;13630;6077138;91759.28;33452.11
15-01-2018;13630;37051;54867.39;14305.45
15-01-2018;13630;10006159;94354.27;11958.53
15-01-2018;13630;58758237;16229.98;33363.61
15-01-2018;13630;37051;66453.25;50543.21
15-01-2018;13630;311161686;50249.07;57572.53
15-01-2018;17436;331483502;73886.1;87266.91
15-01-2018;13630;37051;88147.42;65170.03
15-01-2018;13630;490890699;73093.17;6400.25
15-01-2018;13630;2639288;61531.94;56512.68
15-01-2018;13630;17627064;5428.38;99043.21
15-01-2018;13630;37051;23511.83;75315.1
15-01-2018;13630;311161686;53107.39;65701.69
15-01-2018;13630;37051;54263.21;68726.18
15-01-2018;13630;17627064;36395.5;98169.46
15-01-2018;13630;17436;54633.46;20292.67
15-01-2018;13630;37051;19506.23;48038.63
15-01-2018;13630;37051;43498.04;52445.00
15-01-2018;13630;311159924;36076.3;51918.07
15-01-2018;13630;1648686;55087.44;54029.93
15-01-2018;13630;415688653;47613.48;86324.09
15-01-2018;13630;409685020;60292.84;36075.6
15-01-2018;13630;1648686;98831.26;95215.53
15-01-2018;13630;37051;10470.82;53451.68
15-01-2018;13630;409685020;3923.63;73027.18
15-01-2018;13630;1648686;71959.96;86327.83
15-01-2018;13630;37051;69816.43;84589.86
15-01-2018;13630;37051;28278.07;44866.68
15-01-2018;13630;37051;99153.79;9130.61
15-01-2018;13630;37051;83031.63;30749.77
15-01-2018;13630;311159924;10127.99;70863.44
15-01-2018;13630;311159924;53656.28;85959.48
15-01-2018;13632;311160719;98581.85;93747.1
15-01-2018;13632;409684862;10017.53;9962.39
15-01-2018;17436;13630;39184.98;43234.86
15-01-2018;13630;409685020;19199.96;20706.65
15-01-2018;13630;17436;92724.34;21824.78
15-01-2018;13630;37051;92588.27;4259.63
15-01-2018;13630;37051;94258.74;33982.64
15-01-2018;13630;17627064;28766.78;57031.03
15-01-2018;13630;497000868;38728.87;26223.17
15-01-2018;13630;37051;55054.01;6211.93
15-01-2018;13630;8736635;82759.32;82911.53
15-01-2018;13630;37051;65159.35;18660.03
15-01-2018;13630;6077138;57169.24;26529.67
15-01-2018;13630;6077138;83194.77;46204.29
15-01-2018;13630;37051;22781.51;8743.72
15-01-2018;13630;2682057;39989.41;46195.33
15-01-2018;13630;311160366;80071.19;70310.37
15-01-2018;13630;2031359;46037.99;38016.23
15-01-2018;13630;409685020;38450.39;29670.77
15-01-2018;13630;311160366;74158.33;96647.97
15-01-2018;13630;311159924;94851.96;64548.23
15-01-2018;13630;2682057;90587.46;64075.17
15-01-2018;13630;37051;18572.51;57044.84
15-01-2018;13630;1761691;1897.7;37882.66
15-01-2018;13630;17436;35353.78;38085.64
15-01-2018;17436;13630;36961.7;92887.31
15-01-2018;13630;311159924;53774.97;18815.62
15-01-2018;13630;75049201;4619.51;55751.09
15-01-2018;13630;6077138;20276.77;93212.3
15-01-2018;13630;2682057;56166.68;61966.49
15-01-2018;13630;311159924;51978.58;59189.37
15-01-2018;13630;37051;66901.98;72795.53
15-01-2018;13630;17627064;92135.16;38626.26
15-01-2018;13630;37051;42275.87;32709.13
15-01-2018;13630;17627064;63653.42;2925.11
15-01-2018;13630;37051;53679.00;33580.83
15-01-2018;13630;311161686;90771.4;45641.47
15-01-2018;13630;37051;70287.11;1331.82
15-01-2018;13630;1648686;39956.37;67057.05
15-01-2018;17436;13630;56542.69;92523.02
15-01-2018;13630;311161686;64615.31;20156.47
15-01-2018;13630;37051;39091.6;76556.48
15-01-2018;13630;15035;27559.34;44608.92
15-01-2018;13630;37051;1946.41;347.96
15-01-2018;13630;25929620;63522.67;2204.68
15-01-2018;13632;45864;99982.72;90428.97
15-01-2018;13630;14548;88860.14;41060.31
15-01-2018;13630;2654564;69443.5;86987.12
15-01-2018;13630;311161686;3174.49;32863.33
15-01-2018;13630;311159924;96784.31;82225.92
15-01-2018;13630;1761691;59969.95;55576.7
15-01-2018;13630;6876829;71463.49;26125.18
15-01-2018;13630;311159924;83727.11;7248.8
15-01-2018;13630;199140845;94219.13;93731.34
15-01-2018;13630;37051;85872.68;61162.2
15-01-2018;13630;75049201;48274.1;84892.08
15-01-2018;13630;37051;13368.77;95258.29
15-01-2018;13630;529751900;38522.97;79537.92
15-01-2018;13630;37051;3798.29;68848.39
15-01-2018;13630;311161686;73143.49;55657.83
15-01-2018;13630;37051;40830.94;42258.59
15-01-2018;13630;6093814;23138.1;52513.56
15-01-2018;13630;37051;43985.42;23122.49
15-01-2018;13630;6077138;20567.94;93945.9
15-01-2018;13630;409685020;78504.8;67071.41
15-01-2018;13630;37051;83557.75;99926.32
15-01-2018;13985;13630;22633.75;28006.18
15-01-2018;13630;37051;18648.2;48342.42
15-01-2018;13630;311159924;27405.27;33310.73
15-01-2018;13630;1761691;70287.82;13432.02
15-01-2018;13630;2031359;5771.12;50220.52
15-01-2018;13630;37051;85240.04;76891.44
15-01-2018;13630;37051;97462.96;38505.69
15-01-2018;17439;529855296;69966.89;92658.43
15-01-2018;13630;37051;9908.7;42586.99
15-01-2018;13560;13552;42644.94;44005.43
15-01-2018;13630;525814677;75121.92;19922.41
15-01-2018;17436;17437;34739.48;3955.37
15-01-2018;13630;75049201;78699.19;92031.43
15-01-2018;13630;37051;20071.08;62231.92
15-01-2018;13630;37051;74320.22;77776.88
15-01-2018;13630;311159924;93657.66;8506.43
15-01-2018;13630;37051;89168.37;66922.31
15-01-2018;13630;490890699;33234.5;40774.04
15-01-2018;13630;490890699;28569.02;8810.79
15-01-2018;13630;17436;92969.93;9569.41
15-01-2018;13630;15035;19068.91;58383.53
15-01-2018;13630;15698716;32549.26;38293.9
15-01-2018;13630;311159924;80764.28;93104.99
15-01-2018;13630;37051;45171.99;53894.13
15-01-2018;13630;37051;65709.48;63212.89
15-01-2018;13630;311159924;37951.33;53626.72
15-01-2018;17436;13630;86993.82;18297.23
15-01-2018;13630;37051;3881.69;1332.95
15-01-2018;13630;92629528;20037.61;38719.28
15-01-2018;13630;311161686;10574.34;1725.48
15-01-2018;13630;37051;11087.62;63945.48
15-01-2018;13630;311159924;21938.45;94939.49
15-01-2018;13630;37051;17142.82;18474.54
15-01-2018;13630;37051;17665.47;26031.98
15-01-2018;13630;6077138;47316.48;62936.82
15-01-2018;13630;6077138;2227.84;28977.61
15-01-2018;13630;2682057;970.52;75194.21
15-01-2018;13630;14507;82299.33;55886.2
15-01-2018;13630;37051;13027.4;79911.48
15-01-2018;13630;311159924;57849.5;44408.68
15-01-2018;13630;37051;55244.32;58022.41
15-01-2018;13630;409685020;15858.64;61314.04
15-01-2018;13630;1648686;96074.11;97539.35
15-01-2018;13630;311161686;9839.38;9205.98
15-01-2018;17436;13630;5641.59;43808.84
15-01-2018;13630;199140845;42499.52;39656.64
15-01-2018;13630;37051;72756.27;14908.38
15-01-2018;13630;311159924;4508.9;36211.73
15-01-2018;13630;37051;76858.08;50214.74
15-01-2018;13630;15698716;64325.88;28080.75
15-01-2018;30277;13630;56041.81;47399.83
15-01-2018;13630;37051;82871.74;66680.00
15-01-2018;13630;311159924;38407.1;20250.66
15-01-2018;13630;2654564;9512.92;21.22
15-01-2018;13630;311160366;98208.71;61731.18
15-01-2018;13630;1648686;45741.62;75281.93
15-01-2018;13630;8736635;96741.7;26432.98
15-01-2018;13630;6876829;63039.52;7161.73
15-01-2018;13630;37051;61484.82;31777.82
15-01-2018;13630;37051;4145.48;22784.41
